Data Zone 2011,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure
S01010590,291,291,274,11,2,4,4,0,0,0
S01010591,588,457,184,188,85,131,128,4,1,0
S01010592,264,146,57,84,5,118,117,2,0,0
S01010593,818,636,312,242,82,182,174,7,2,0
S01010594,284,196,89,63,44,84,81,4,1,0
S01010595,300,255,100,140,11,42,42,0,0,0
S01010596,754,634,407,196,31,120,114,0,2,4
S01010597,362,273,120,114,39,89,86,3,0,0
S01010598,389,304,154,144,7,85,87,2,0,0
S01010599,784,667,391,213,63,116,113,3,0,1
S01010600,525,421,262,92,64,104,101,2,1,0
S01010601,299,272,129,141,5,27,29,1,1,0
S01010602,248,202,55,132,15,46,44,2,0,0
S01010603,365,312,186,120,3,56,53,3,0,0
S01010604,195,179,98,79,1,13,10,1,0,0
S01010605,473,429,300,114,15,44,42,2,0,0
S01010606,383,326,48,143,135,53,46,5,2,0
S01010607,317,292,160,127,5,22,20,4,0,0
S01010608,322,141,23,38,80,181,172,12,0,0
S01010609,255,205,10,31,162,53,52,1,0,0
S01010610,336,260,165,73,21,77,67,13,0,0
S01010611,489,351,20,62,266,138,137,1,0,0
S01010612,304,294,28,49,215,8,8,0,0,2
S01010613,333,286,81,123,82,47,47,0,0,0
S01010614,311,269,12,87,172,41,36,0,6,0
S01010615,382,253,80,129,46,128,126,2,0,1
S01010616,349,341,120,218,6,8,3,5,0,2
S01010617,358,352,108,241,3,6,6,0,0,1
S01010618,311,304,76,225,3,8,6,0,1,0
S01010619,358,101,15,37,49,253,230,21,0,1
S01010620,453,48,9,15,20,408,338,28,42,0
S01010621,433,258,122,88,50,175,158,13,0,0
S01010622,332,191,19,63,109,141,139,4,0,0
S01010623,285,272,50,78,140,13,12,1,0,0
S01010624,363,240,23,84,133,122,116,2,4,2
S01010625,319,285,212,59,14,34,25,8,1,0
S01010626,422,332,194,119,19,92,66,24,1,0
S01010627,390,221,67,95,59,169,148,11,3,0
S01010628,460,279,71,118,91,181,146,31,4,0
S01010629,483,274,104,133,39,205,187,17,1,0
S01010630,256,133,58,50,22,123,116,7,0,0
S01010631,323,95,39,35,21,228,225,2,0,0
S01010632,473,311,59,211,41,162,153,7,2,0
S01010633,524,431,24,182,222,93,90,3,0,0
S01010634,232,209,6,103,100,23,25,0,1,0
S01010635,337,263,13,146,101,72,67,3,1,1
S01010636,371,294,76,184,31,77,55,20,2,0
S01010637,363,120,20,45,55,243,214,28,1,0
S01010638,441,283,45,116,122,155,137,16,1,3
S01010639,677,274,47,115,112,403,369,33,1,0
S01010640,366,169,40,75,50,197,166,27,2,0
S01010641,518,161,28,75,58,358,341,15,1,0
S01010642,629,328,24,100,204,301,292,6,0,0
S01010643,308,214,20,71,120,90,81,6,1,0
S01010644,393,162,17,85,62,234,223,10,1,0
S01010645,246,173,41,124,3,72,67,2,0,0
S01010646,320,296,160,131,2,24,24,0,0,0
S01010647,297,232,51,173,8,67,62,3,0,0
S01010648,309,231,58,119,54,75,76,3,0,0
S01010649,285,191,76,86,30,93,87,6,0,0
S01010650,697,524,222,215,90,171,163,10,0,1
S01010651,263,231,16,111,104,32,30,1,0,0
S01010652,372,314,122,123,69,58,56,1,1,0
S01010653,272,224,43,174,7,48,47,0,0,0
S01010654,343,308,12,129,169,35,33,2,0,1
S01010655,429,414,323,69,19,9,2,5,1,6
S01010656,300,288,114,128,46,10,9,2,1,0
S01010657,274,265,246,17,2,7,6,0,1,0
S01010658,331,300,263,32,9,15,4,11,0,14
S01010659,309,297,240,46,14,10,2,2,1,0
S01010660,303,252,98,108,44,54,47,4,2,0
S01010661,357,275,81,97,97,82,60,13,9,0
S01010662,378,360,227,118,15,18,16,4,0,0
S01010663,392,371,333,27,5,12,9,2,1,8
S01010664,322,320,290,19,11,2,2,0,0,0
S01010665,492,450,314,84,52,26,25,0,4,16
S01010666,517,491,227,193,74,25,18,6,1,1
S01010667,293,281,198,54,25,8,4,2,3,4
S01010668,558,522,327,139,56,30,19,6,5,4
S01010669,282,263,199,57,7,5,3,1,0,14
S01010670,398,359,228,99,37,31,33,0,0,10
S01010671,339,311,207,65,43,20,15,4,1,4
S01010672,349,284,88,144,49,65,59,3,3,0
S01010673,480,412,305,82,25,61,51,2,7,6
S01010674,517,466,302,124,40,47,42,1,4,4
S01010675,357,349,277,52,15,6,2,1,2,5
S01010676,467,453,400,46,7,8,1,3,4,6
S01010677,273,265,201,24,40,5,2,2,1,3
S01010678,354,325,258,50,18,28,19,2,2,5
S01010679,297,215,102,71,39,82,75,5,2,0
S01010680,382,326,116,141,69,54,50,3,1,4
S01010681,465,371,105,238,27,94,88,6,0,0
S01010682,456,444,402,31,11,5,6,1,0,8
S01010683,465,450,387,44,16,8,3,2,2,6
S01010684,412,393,357,34,1,17,9,3,5,2
S01010685,331,324,273,44,7,3,0,0,2,3
S01010686,331,313,250,46,19,12,4,5,2,6
S01010687,434,416,297,105,11,18,14,0,4,1
S01010688,391,379,290,66,23,8,4,1,3,4
S01010689,404,389,279,97,13,13,8,3,2,2
S01010690,298,272,91,140,41,26,14,3,6,0
S01010691,362,344,308,26,10,9,3,4,2,8
S01010692,360,260,103,129,28,100,97,2,1,0
S01010693,241,235,208,15,12,5,2,0,2,1
S01010694,300,282,231,39,10,16,12,4,0,2
S01010695,303,294,246,24,21,4,5,1,0,5
S01010696,426,388,176,162,53,37,20,14,3,1
S01010697,469,465,318,123,24,2,1,1,0,1
S01010698,348,327,217,99,11,15,11,4,2,4
S01010699,248,241,165,54,22,6,6,1,0,1
S01010700,246,243,175,49,19,3,3,0,0,1
S01010701,446,410,194,145,71,35,28,7,2,0
S01010702,415,408,336,49,23,4,2,1,1,3
S01010703,358,352,293,50,12,7,4,2,0,1
S01010704,291,275,77,135,63,16,13,6,0,0
S01010705,627,552,287,239,26,78,77,0,1,0
S01010706,348,319,104,177,42,29,21,7,0,0
S01010707,524,488,317,139,32,35,32,1,1,2
S01010708,264,258,101,115,42,6,4,1,2,0
S01010709,308,300,157,117,25,8,5,2,0,0
S01010710,318,298,68,152,78,22,20,2,0,0
S01010711,350,346,250,74,22,8,5,1,1,0
S01010712,291,261,54,124,86,29,27,3,0,1
S01010713,287,280,22,90,171,7,6,1,0,0
S01010714,330,189,43,83,62,138,124,4,10,2
S01010715,373,333,77,123,130,42,31,8,3,1
S01010716,486,238,94,93,51,248,226,12,10,0
S01010717,293,270,209,56,8,23,22,0,1,0
S01010718,477,373,260,81,32,105,103,0,0,0
S01010719,292,269,115,114,40,23,14,5,1,0
S01010720,478,448,293,123,34,30,26,4,0,0
S01010721,302,279,190,50,39,29,14,8,4,1
S01010722,389,375,113,166,96,15,8,6,0,0
S01010723,386,365,295,58,12,20,14,5,0,0
S01010724,407,389,261,96,30,15,12,3,0,3
S01010725,490,466,324,128,14,22,21,0,0,2
S01010726,424,413,266,108,35,11,10,0,0,1
S01010727,282,277,229,40,5,4,0,4,0,1
S01010728,226,216,183,25,7,10,4,2,1,1
S01010729,283,276,237,32,7,4,2,1,1,3
S01010730,425,404,320,61,25,9,2,6,1,12
S01010731,418,387,155,106,127,28,21,5,3,3
S01010732,332,328,74,70,184,4,5,1,0,0
S01010733,245,239,33,119,87,6,5,2,0,0
S01010734,369,347,77,138,132,22,13,10,2,0
S01010735,291,251,54,44,153,44,36,3,1,0
S01010736,234,230,155,73,0,4,4,0,0,0
S01010737,664,555,194,264,100,106,95,3,8,0
S01010738,248,230,53,168,9,19,19,0,0,0
S01010739,411,355,68,191,99,54,45,4,5,0
S01010740,258,187,16,69,105,68,67,5,0,0
S01010741,387,370,171,163,35,16,14,1,0,0
S01010742,347,270,66,86,118,74,69,4,1,2
S01010743,270,252,22,57,173,18,17,1,0,0
S01010744,453,440,133,186,121,13,10,0,1,1
S01010745,338,233,79,88,66,105,94,9,2,0
S01010746,464,445,277,115,57,12,6,4,2,3
S01010747,373,364,137,123,103,9,8,1,0,0
S01010748,298,284,171,89,24,14,7,0,3,0
S01010749,277,272,173,62,37,3,1,4,0,2
S01010750,282,275,160,60,55,6,3,1,0,2
S01010751,368,357,76,146,135,11,6,4,2,0
S01010752,360,323,79,111,133,37,25,10,2,0
S01010753,500,413,207,132,74,89,86,1,3,2
S01010754,314,242,97,81,60,77,62,11,1,2
S01010755,258,240,37,182,21,18,11,4,7,0
S01010756,308,284,192,71,21,25,16,7,0,0
S01010757,360,353,251,92,10,2,0,2,1,2
S01010758,352,339,201,107,31,8,7,0,1,5
S01010759,300,256,63,159,34,44,42,1,1,0
S01010760,351,330,187,123,18,20,14,2,5,1
S01010761,219,213,173,35,5,3,2,2,1,2
S01010762,271,266,180,67,19,0,0,0,0,5
S01010763,330,314,158,128,28,14,6,5,3,2
S01010764,302,295,244,49,0,1,1,0,0,6
S01010765,507,489,304,161,24,15,8,3,1,3
S01010766,388,372,145,178,49,16,8,0,6,0
S01010767,357,329,114,139,76,28,26,0,1,0
S01010768,278,271,39,180,52,7,1,0,4,0
S01010769,253,250,228,14,8,3,3,2,0,0
S01010770,371,354,105,177,72,17,13,4,4,0
S01010771,444,432,198,180,57,11,8,2,1,1
S01010772,406,395,274,94,27,4,1,0,0,7
S01010773,360,350,282,66,2,1,1,0,0,9
S01010774,340,328,172,101,55,10,9,1,0,2
S01010775,355,348,210,132,6,1,3,1,0,5
S01010776,261,219,21,56,143,42,32,8,2,0
S01010777,251,178,21,57,100,76,68,7,1,0
S01010778,260,184,21,64,99,76,70,6,0,0
S01010779,352,210,49,113,46,146,137,5,0,0
S01010780,262,231,67,99,67,31,31,0,0,0
S01010781,351,295,99,72,124,52,44,10,2,1
S01010782,299,207,61,88,54,92,67,13,9,0
S01010783,264,180,30,75,79,89,82,4,3,0
S01010784,323,307,37,128,143,16,12,3,0,0
S01010785,294,261,189,34,38,33,33,0,0,0
S01010786,300,299,145,137,13,1,0,0,1,0
S01010787,395,390,248,123,19,0,0,0,0,5
S01010788,293,272,158,85,29,19,16,4,1,2
S01010789,301,296,185,88,23,3,2,1,0,3
S01010790,317,313,261,42,6,4,3,0,1,3
S01010791,417,405,334,68,1,5,3,1,1,5
S01010792,288,283,61,168,54,5,3,0,0,0
S01010793,275,273,184,68,17,2,2,0,0,0
S01010794,275,244,165,61,18,29,26,3,0,2
S01010795,480,458,252,170,33,22,14,8,0,0
S01010796,363,347,303,34,9,17,10,3,0,3
S01010797,334,332,235,93,5,2,2,0,0,0
S01010798,297,293,203,64,26,4,2,1,1,0
S01010799,420,266,41,102,123,151,120,11,22,1
S01010800,382,339,12,185,147,42,40,2,0,0
S01010801,341,327,25,119,179,18,13,1,2,0
S01010802,234,198,23,113,62,36,36,0,0,0
S01010803,277,216,28,134,58,61,54,11,0,0
S01010804,303,265,81,125,65,38,36,4,3,0
S01010805,414,338,105,155,84,76,70,6,0,0
S01010806,454,413,96,151,163,43,40,4,0,0
S01010807,239,208,6,185,18,29,25,1,0,0
S01010808,216,200,12,143,45,13,12,1,0,0
S01010809,302,300,156,125,16,2,2,0,0,0
S01010810,263,250,184,38,28,10,6,2,2,3
S01010811,426,412,323,64,25,8,5,1,2,6
S01010812,234,232,174,50,8,6,5,0,0,0
S01010813,235,202,92,78,28,34,25,4,1,1
S01010814,314,304,236,60,8,3,1,1,0,7
S01010815,197,197,114,75,7,3,1,0,2,0
S01010816,314,160,109,31,20,154,116,37,1,0
S01010817,377,317,221,53,43,60,43,17,0,0
S01010818,489,289,164,64,61,200,183,16,1,0
S01010819,380,298,79,108,109,81,61,19,1,2
S01010820,274,247,152,59,32,27,16,10,1,0
S01010821,240,239,212,16,7,2,3,0,0,0
S01010822,281,181,123,44,17,102,35,65,0,0
S01010823,126,122,16,49,57,4,3,1,0,0
S01010824,241,239,194,44,4,2,0,1,1,0
S01010825,332,316,253,36,27,10,7,4,0,3
S01010826,310,215,150,55,9,94,79,13,1,2
S01010827,215,202,94,104,4,13,9,7,0,0
S01010828,429,389,284,99,8,37,32,2,0,0
S01010829,467,286,135,43,112,181,165,16,0,0
S01010830,291,244,93,79,72,47,44,4,1,0
S01010831,200,197,158,34,6,3,3,0,0,0
S01010832,248,242,20,155,67,6,6,0,0,0
S01010833,348,286,232,49,5,51,50,4,0,11
S01010834,498,323,209,84,33,176,167,6,0,0
S01010835,229,200,111,85,4,29,16,10,0,0
S01010836,393,163,92,56,17,226,163,62,1,0
S01010837,318,234,46,149,39,84,81,1,0,0
S01010838,317,208,30,128,49,107,104,5,1,0
S01010839,337,208,35,82,91,129,97,32,0,0
S01010840,285,28,8,12,8,257,209,43,5,0
S01010841,407,74,10,45,19,333,310,23,0,0
S01010842,534,74,9,26,39,460,445,10,5,0
S01010843,444,37,10,20,7,407,391,15,1,0
S01010844,281,225,70,90,66,58,52,3,0,0
S01010845,231,183,27,98,58,48,45,3,0,0
S01010846,281,75,12,53,10,206,205,2,0,0
S01010847,251,231,62,120,49,19,19,0,0,0
S01010848,305,222,16,127,79,83,82,0,0,0
S01010849,366,323,12,193,118,43,40,3,0,0
S01010850,315,267,16,77,172,48,44,2,0,0
S01010851,407,383,15,199,165,28,27,0,0,0
S01010852,319,295,7,103,184,24,24,0,0,0
S01010853,400,382,29,138,215,15,14,1,0,0
S01010854,376,327,27,175,124,49,48,1,0,0
S01010855,216,190,8,88,93,25,27,0,1,0
S01010856,404,329,13,144,172,75,74,2,0,0
S01010857,329,246,58,156,32,83,82,0,2,0
S01010858,275,192,3,138,51,85,85,0,0,1
S01010859,363,279,10,152,117,84,79,5,3,0
S01010860,253,185,18,117,55,62,63,2,0,0
S01010861,320,77,16,37,24,243,242,0,0,0
S01010862,299,212,19,111,82,89,87,2,0,0
S01010863,301,244,72,90,78,56,40,16,0,0
S01010864,268,201,125,70,3,67,61,6,0,0
S01010865,429,162,51,96,15,266,208,58,0,0
S01010866,300,203,63,103,35,103,56,42,1,0
S01010867,292,140,56,62,21,152,72,82,0,0
S01010868,288,116,33,56,29,172,95,77,0,0
S01010869,279,202,63,117,22,77,25,51,1,0
S01010870,372,38,16,18,4,334,296,35,2,0
S01010871,383,58,18,35,5,327,267,58,2,0
S01010872,420,19,3,8,8,401,377,20,6,0
S01010873,339,4,0,3,1,335,314,17,4,0
S01010874,307,62,9,35,18,248,208,37,0,0
S01010875,277,28,6,7,15,249,241,7,1,0
S01010876,458,21,6,10,6,437,416,20,0,0
S01010877,421,130,16,89,25,291,282,9,0,0
S01010878,507,204,22,146,40,305,299,7,0,0
S01010879,399,266,51,140,76,133,127,6,0,0
S01010880,204,135,6,81,51,69,67,2,0,0
S01010881,266,157,7,127,27,108,106,2,1,0
S01010882,165,162,7,21,133,4,3,1,0,0
S01010883,281,188,164,17,7,93,93,0,0,0
S01010884,407,76,24,22,32,333,328,2,1,0
S01010885,556,63,25,23,15,492,469,20,3,0
S01010886,166,6,1,4,0,160,159,1,0,0
S01010887,443,91,9,23,59,352,348,2,0,0
S01010888,481,88,4,45,39,393,391,1,1,0
S01010889,254,11,4,3,1,246,245,2,0,0
S01010890,499,22,8,9,2,477,475,0,4,0
S01010891,312,10,3,5,4,302,265,9,24,0
S01010892,514,75,25,29,22,442,433,11,2,0
S01010893,305,48,15,16,17,257,249,6,1,0
S01010894,308,51,19,26,10,253,250,1,1,0
S01010895,183,82,8,43,34,101,97,2,1,0
S01010896,390,223,31,107,82,166,167,4,0,0
S01010897,367,273,26,151,96,94,93,0,0,0
S01010898,233,196,4,164,29,37,37,0,0,0
S01010899,207,195,23,91,85,13,10,1,0,0
S01010900,346,190,17,91,85,154,151,5,0,0
S01010901,252,197,14,153,32,51,51,0,0,0
S01010902,414,371,19,258,91,45,44,2,0,0
S01010903,455,211,14,140,54,244,235,5,1,0
S01010904,311,141,13,71,57,166,163,8,0,0
S01010905,545,290,48,105,135,255,254,1,0,0
S01010906,412,335,35,200,98,80,74,6,0,0
S01010907,266,256,71,55,130,12,10,2,2,0
S01010908,307,106,10,63,35,201,186,14,1,0
S01010909,272,141,40,65,35,131,97,34,0,0
S01010910,240,35,3,15,17,205,193,11,2,0
S01010911,373,29,2,7,19,344,338,4,2,0
S01010912,359,97,10,43,44,262,248,6,8,0
S01010913,327,217,47,81,87,110,102,9,0,0
S01010914,228,215,6,29,183,10,6,0,1,0
S01010915,259,251,8,42,202,8,6,0,1,0
S01010916,182,100,6,31,63,82,77,1,1,0
S01010917,262,164,20,66,75,97,92,6,1,1
S01010918,315,202,21,86,95,118,111,3,3,0
S01010919,317,229,17,83,127,87,84,2,0,0
S01010920,326,227,73,98,56,99,92,6,0,0
S01010921,257,226,7,111,105,31,29,1,1,0
S01010922,389,262,9,152,107,123,121,1,2,0
S01010923,385,285,8,66,211,100,99,1,0,0
S01010924,242,209,11,41,157,33,33,0,0,0
S01010925,314,273,14,65,194,41,41,0,0,0
S01010926,373,322,21,121,181,51,47,2,2,0
S01010927,253,218,5,157,56,35,35,0,0,0
S01010928,285,273,11,126,132,13,12,1,0,0
S01010929,254,237,10,119,106,13,12,1,0,0
S01010930,364,331,212,75,44,33,33,0,0,0
S01010931,433,391,194,105,91,42,40,2,0,0
S01010932,333,303,53,74,180,31,29,2,0,0
S01010933,493,481,331,101,49,12,12,2,0,0
S01010934,423,296,168,72,56,127,111,14,0,0
S01010935,325,220,128,69,23,100,85,12,2,2
S01010936,390,120,52,48,20,271,245,17,2,1
S01010937,333,300,54,173,73,33,30,2,0,0
S01010938,379,268,18,60,190,110,106,2,0,1
S01010939,197,157,34,85,38,44,38,0,0,0
S01010940,265,257,87,166,4,6,7,1,0,0
S01010941,320,313,78,183,52,7,7,0,0,0
S01010942,265,263,99,157,7,2,2,0,0,0
S01010943,250,179,6,60,117,74,73,1,0,0
S01010944,285,147,9,23,115,142,136,0,0,0
S01010945,239,208,9,34,165,31,29,2,0,0
S01010946,385,328,9,185,135,53,54,4,0,0
S01010947,230,217,25,32,161,14,13,0,1,0
S01010948,279,248,5,33,209,31,29,2,0,0
S01010949,341,336,107,215,14,7,2,3,0,0
S01010950,355,334,63,173,101,18,17,0,2,0
S01010951,284,262,15,78,169,20,20,0,0,1
S01010952,196,188,44,68,76,8,7,1,0,0
S01010953,225,189,34,91,68,40,35,1,0,0
S01010954,226,214,47,129,38,12,10,1,0,0
S01010955,745,692,354,215,123,53,46,6,1,0
S01010956,814,644,315,217,108,168,164,5,0,0
S01010957,230,225,74,125,26,5,5,0,0,0
S01010958,226,208,82,87,45,18,18,0,0,0
S01010959,307,138,51,62,23,170,162,7,1,0
S01010960,498,397,152,157,88,98,91,9,0,0
S01010961,262,244,31,104,109,18,14,3,0,0
S01010962,330,81,41,29,11,8,8,0,0,241
S01010963,376,300,101,87,106,46,47,2,0,27
S01010964,295,270,39,167,64,23,18,0,0,1
S01010965,214,74,8,37,32,134,131,4,0,3
S01010966,319,166,16,109,43,153,150,2,1,0
S01010967,305,172,18,75,76,133,134,1,1,0
S01010968,302,243,43,154,45,59,47,9,3,0
S01010969,345,241,80,131,28,106,86,8,8,0
S01010970,469,343,94,113,133,120,111,8,1,3
S01010971,409,389,111,175,103,17,15,5,0,0
S01010972,329,273,4,68,200,51,50,1,0,0
S01010973,200,196,5,43,148,4,4,0,0,0
S01010974,323,315,9,101,206,8,8,0,0,0
S01010975,186,144,3,51,90,46,41,0,5,0
S01010976,206,198,19,132,47,8,8,0,0,0
S01010977,300,268,54,82,132,34,30,3,0,0
S01010978,347,199,20,86,93,148,145,3,1,0
S01010979,348,266,23,124,122,86,86,0,0,0
S01010980,345,254,28,107,118,91,83,2,6,0
S01010981,346,214,46,121,47,132,118,5,9,0
S01010982,451,383,264,85,31,65,49,16,0,3
S01010983,375,267,46,166,51,103,104,0,0,2
S01010984,301,267,152,94,21,33,33,0,0,0
S01010985,242,148,20,114,22,90,89,0,0,0
S01010986,182,179,86,21,72,1,1,0,0,0
S01010987,218,217,194,12,7,2,0,2,0,0
S01010988,208,202,140,40,22,2,2,0,0,0
S01010989,396,306,111,52,143,90,90,0,0,0
S01010990,316,304,21,76,208,14,14,0,0,0
S01010991,1333,1167,580,276,311,166,163,3,0,0
S01010992,188,183,160,11,17,0,1,0,0,0
S01010993,250,233,137,85,11,17,12,0,5,0
S01010994,595,454,237,137,83,135,135,2,0,0
S01010995,290,280,79,171,30,6,6,0,0,0
S01010996,231,183,80,77,26,48,38,10,0,0
S01010997,285,278,185,90,6,7,7,0,0,0
S01010998,313,262,166,81,16,51,36,15,0,0
S01010999,470,302,184,34,84,166,122,28,16,0
S01011000,1127,899,508,210,185,226,218,5,1,1
S01011001,274,248,16,65,167,27,22,2,1,0
S01011002,305,240,11,124,103,65,64,0,0,0
S01011003,278,210,15,97,98,68,67,0,1,0
S01011004,276,265,94,71,96,11,10,1,0,0
S01011005,352,142,22,43,81,210,201,8,2,0
S01011006,840,646,263,191,192,192,190,2,0,2
S01011007,278,264,13,97,154,14,13,2,0,0
S01011008,365,265,19,115,131,100,100,0,0,0
S01011009,207,163,9,36,118,42,41,1,0,0
S01011010,339,46,12,19,15,293,260,14,19,0
S01011011,427,81,10,53,19,346,341,6,1,0
S01011012,319,117,12,38,69,202,199,3,0,0
S01011013,384,341,21,113,208,37,35,2,1,0
S01011014,364,267,56,115,92,97,96,0,1,0
S01011015,192,152,18,61,73,43,40,1,0,0
S01011016,661,545,290,134,121,116,114,2,0,0
S01011017,605,567,297,144,126,38,37,1,0,0
S01011018,365,316,60,141,117,49,44,9,0,0
S01011019,537,513,304,122,87,24,24,0,0,0
S01011020,519,495,279,149,71,24,16,5,0,0
S01011021,347,342,38,225,82,5,3,0,4,2
S01011022,245,207,13,65,126,39,39,0,0,0
S01011023,367,297,64,155,76,72,72,0,0,0
S01011024,301,244,14,99,131,59,56,3,0,0
S01011025,274,257,15,53,191,16,16,0,0,0
S01011026,234,229,12,32,186,4,4,0,0,0
S01011027,428,271,16,82,171,157,145,2,7,0
S01011028,414,319,24,113,183,95,95,0,0,0
S01011029,269,205,6,43,159,64,64,0,0,0
S01011030,361,312,66,125,129,45,45,0,0,0
S01011031,413,310,68,89,155,102,102,0,0,2
S01011032,344,132,13,74,39,212,209,2,1,0
S01011033,276,267,13,153,101,9,9,0,0,0
S01011034,329,283,24,76,183,46,38,6,4,0
S01011035,251,245,21,60,164,6,5,1,0,0
S01011036,288,222,119,44,59,66,60,0,6,0
S01011037,567,350,75,131,141,220,220,3,0,0
S01011038,373,250,23,155,72,123,122,0,0,0
S01011039,598,396,123,142,128,202,196,5,1,0
S01011040,290,211,6,146,59,79,79,0,0,0
S01011041,230,182,25,112,45,48,46,0,3,0
S01011042,328,261,129,88,44,66,52,12,2,1
S01011043,335,287,38,160,90,45,36,5,0,0
S01011044,309,120,52,36,32,189,188,1,0,0
S01011045,304,291,174,68,48,14,11,2,0,0
S01011046,372,364,281,73,10,7,4,1,3,1
S01011047,412,412,245,115,45,0,0,0,0,0
S01011048,439,375,127,139,106,64,51,3,13,0
S01011049,319,280,83,136,61,39,39,3,0,0
S01011050,254,247,160,57,30,3,3,0,1,0
S01011051,482,462,263,103,94,15,8,2,2,6
S01011052,365,322,125,160,37,43,32,9,5,0
S01011053,287,267,43,110,118,20,16,2,1,0
S01011054,244,236,107,88,39,11,3,3,0,0
S01011055,224,220,167,44,9,2,2,0,0,4
S01011056,311,304,240,55,6,3,1,2,0,4
S01011057,248,239,118,99,22,4,4,0,0,1
S01011058,269,266,235,20,11,0,0,0,0,4
S01011059,268,262,211,47,2,3,2,1,0,3
S01011060,381,320,153,98,65,61,49,3,9,0
S01011061,435,393,93,149,151,43,38,3,3,0
S01011062,441,374,167,140,67,67,45,8,14,0
S01011063,497,483,101,229,150,14,14,0,0,0
S01011064,474,439,135,160,144,32,22,8,6,3
S01011065,310,298,195,80,27,14,10,0,3,0
S01011066,201,182,84,74,24,17,7,6,4,0
S01011067,238,219,66,115,37,21,20,1,0,0
S01011068,226,221,77,120,25,5,2,2,0,0
S01011069,227,205,89,100,18,19,18,0,0,0
S01011070,231,225,84,111,30,6,4,1,1,0
S01011071,325,322,227,75,18,5,3,2,0,0
S01011072,573,541,316,199,26,34,29,2,0,1
S01011073,296,265,143,106,16,31,18,15,1,0
S01011074,284,255,60,134,61,29,11,18,0,0
S01011075,293,275,11,138,126,15,17,2,0,0
S01011076,373,263,67,161,35,109,96,7,6,0
S01011077,365,330,51,95,185,35,34,2,0,0
S01011078,725,654,452,182,20,71,62,8,1,0
S01011079,493,386,165,169,52,107,75,26,16,0
S01011080,473,418,127,255,33,55,51,4,0,0
S01011081,344,321,59,131,131,22,22,0,0,0
S01011082,272,239,38,153,48,26,29,1,0,0
S01011083,359,350,92,190,71,9,4,4,2,0
S01011084,327,324,264,44,16,3,4,1,0,0
S01011085,387,380,250,117,13,5,5,2,0,0
S01011086,356,329,206,99,24,26,23,3,0,0
S01011087,263,252,51,128,71,9,12,1,0,0
S01011088,466,405,204,150,54,61,51,6,4,0
S01011089,316,300,84,118,99,12,7,0,1,0
S01011090,408,393,310,71,11,11,10,0,1,4
S01011091,275,270,216,49,5,2,0,1,0,2
S01011092,276,204,61,130,13,73,70,0,1,1
S01011093,1251,1040,612,383,47,204,201,2,0,4
S01011094,439,421,342,68,11,18,16,0,0,0
S01011095,355,345,270,64,7,1,1,0,0,9
S01011096,446,379,259,99,21,65,49,14,2,2
S01011097,311,302,225,61,21,7,3,0,1,2
S01011098,350,301,135,119,49,49,43,6,0,0
S01011099,365,283,62,54,165,84,83,1,0,0
S01011100,205,201,66,87,48,2,2,0,0,0
S01011101,231,201,16,55,134,24,26,2,0,0
S01011102,265,95,8,27,60,169,168,0,0,1
S01011103,238,112,28,28,52,126,109,14,2,0
S01011104,288,199,68,76,55,89,70,18,2,0
S01011105,473,264,70,87,107,174,170,4,0,35
S01011106,367,273,27,126,120,93,93,0,0,1
S01011107,437,337,99,198,32,104,103,1,0,0
S01011108,238,220,43,138,39,18,11,8,0,0
S01011109,339,265,56,183,26,74,67,3,0,0
S01011110,312,225,14,129,81,87,86,0,0,0
S01011111,388,223,31,123,69,162,156,4,2,0
S01011112,265,255,164,84,4,12,7,0,2,0
S01011113,423,408,109,213,86,19,12,3,0,0
S01011114,294,292,126,148,18,2,2,0,0,0
S01011115,371,312,22,158,136,60,63,1,0,0
S01011116,296,274,42,128,103,22,20,3,0,0
S01011117,366,243,123,88,32,123,93,26,4,0
S01011118,438,339,173,134,32,99,83,14,2,0
S01011119,426,375,231,77,66,49,43,6,0,0
S01011120,291,289,272,15,2,2,2,0,0,0
S01011121,364,108,17,50,41,256,218,18,20,0
S01011122,297,225,69,83,74,71,57,9,2,0
S01011123,528,466,54,186,226,61,61,0,0,1
S01011124,280,272,77,101,98,8,7,0,1,0
S01011125,218,155,27,95,33,65,62,1,0,0
S01011126,179,147,33,78,36,32,31,2,0,0
S01011127,134,134,19,105,10,4,3,1,0,0
S01011128,374,275,56,110,111,97,97,0,0,0
S01011129,335,324,260,50,6,17,14,3,0,0
S01011130,295,200,40,84,76,92,86,4,2,0
S01011131,308,238,70,101,67,70,49,17,4,0
S01011132,354,313,143,126,44,39,28,14,2,0
S01011133,187,175,44,86,45,14,13,1,0,0
S01011134,404,296,103,104,88,103,99,3,0,0
S01011135,341,308,67,124,113,34,30,1,2,3
S01011136,274,226,105,52,65,52,47,6,0,0
S01011137,180,168,51,73,44,12,4,7,0,0
S01011138,249,213,25,99,89,36,36,0,0,0
S01011139,324,288,67,199,26,30,29,1,0,2
S01011140,230,207,27,83,96,27,22,0,1,0
S01011141,228,224,40,75,113,4,4,0,0,0
