Intermediate Zone - Data Zone 2011,White: Total,Mixed or multiple ethnic group,"Asian, Asian Scottish or Asian British: Total",African: Total,Caribbean or Black: Total,Other ethnic groups: Total
S01010757,654,4,0,1,0,2
S01010758,772,1,1,0,0,1
S01010759,565,4,0,0,1,1
S01010760,748,12,4,2,2,1
S01010761,482,5,1,0,0,0
S01010762,548,2,1,1,0,0
S01010763,678,4,3,0,1,5
S01010764,579,7,0,0,0,4
S01010765,995,6,1,2,3,2
S01010766,774,6,6,2,1,0
S01010767,659,4,2,2,0,4
S01010768,489,11,5,0,7,0
S01010769,495,4,2,0,1,1
S01010770,733,1,1,1,2,0
S01010771,833,6,2,0,0,1
S01010772,784,3,3,0,0,1
S01010773,770,1,2,0,0,0
S01010774,685,7,6,0,0,1
S01010775,805,4,3,5,0,0
S01010776,508,3,2,0,0,0
S01010777,450,0,7,0,0,7
S01010778,501,4,0,0,0,0
S01010779,676,6,5,0,0,1
S01010780,533,1,4,0,0,0
S01010781,690,1,10,0,0,3
S01010782,572,5,16,3,1,0
S01010783,473,0,5,1,0,0
S01010784,661,2,4,0,0,0
S01010785,624,1,5,0,0,0
S01010786,719,8,2,1,0,3
S01010787,851,3,2,0,0,0
S01010788,604,5,7,0,0,0
S01010789,645,1,1,0,0,0
S01010790,687,4,3,0,1,2
S01010791,858,2,2,0,0,4
S01010792,556,2,0,0,0,0
S01010793,600,3,0,0,1,1
S01010794,583,4,2,0,1,0
S01010795,941,6,2,0,0,4
S01010796,830,6,5,1,1,0
S01010797,763,0,8,0,2,3
S01010798,619,5,1,0,0,0
S01010799,612,6,7,0,0,2
S01010800,661,6,4,0,1,5
S01010801,637,5,4,0,0,0
S01010802,443,1,0,1,0,0
S01010803,558,6,7,2,0,0
S01010804,586,0,8,0,0,1
S01010805,839,6,24,1,0,3
S01010806,803,4,4,1,1,0
S01010807,516,4,10,0,0,1
S01010808,479,1,0,0,0,0
S01010809,707,1,1,0,0,0
S01010810,526,0,0,0,1,2
S01010811,816,3,3,0,0,1
S01010812,433,0,2,5,0,1
S01010813,413,1,9,0,0,0
S01010814,614,4,3,0,0,1
S01010815,379,3,0,1,0,1
S01010816,615,2,7,0,1,1
S01010817,849,9,9,0,3,2
S01010818,961,14,6,3,0,2
S01010819,756,14,18,1,0,4
S01010820,639,4,6,0,0,1
S01010821,550,4,17,5,0,0
S01010822,616,5,10,2,0,1
S01010823,335,0,20,0,0,5
S01010824,644,3,15,0,0,4
S01010825,939,4,17,0,0,1
S01010826,661,8,6,1,0,0
S01010827,532,0,8,0,0,2
S01010828,1112,11,14,0,0,12
S01010829,879,3,4,0,0,2
S01010830,590,3,3,0,0,1
S01010831,560,0,13,1,0,0
S01010832,557,0,0,0,0,0
S01010833,806,1,7,0,0,0
S01010834,974,2,1,0,0,5
S01010835,522,0,3,0,0,3
S01010836,789,7,3,0,1,3
S01010837,752,4,2,1,0,1
S01010838,716,1,4,0,0,3
S01010839,736,10,1,3,0,0
S01010840,429,8,8,0,0,4
S01010841,706,7,4,0,0,1
S01010842,757,11,2,4,2,4
S01010843,620,2,8,2,1,1
S01010844,610,5,1,1,0,0
S01010845,468,2,5,0,0,2
S01010846,616,2,4,1,0,0
S01010847,541,0,2,0,0,0
S01010848,771,4,0,4,0,1
S01010849,935,8,4,0,0,1
S01010850,805,6,3,0,0,10
S01010851,947,3,0,0,2,5
S01010852,725,0,3,0,0,0
S01010853,946,2,7,0,1,2
S01010854,822,1,3,1,0,3
S01010855,490,4,4,0,0,0
S01010856,809,13,6,5,0,1
S01010857,774,2,9,4,6,1
S01010858,570,1,10,1,1,4
S01010859,857,1,1,0,0,14
S01010860,500,1,0,0,0,1
S01010861,588,6,2,2,1,1
S01010862,598,3,0,15,4,0
S01010863,791,6,1,0,0,12
S01010864,578,1,2,1,2,3
S01010865,808,5,7,0,1,0
S01010866,641,5,13,0,0,4
S01010867,623,4,9,2,0,0
S01010868,702,1,2,4,0,1
S01010869,680,6,6,0,0,6
S01010870,629,4,5,0,0,3
S01010871,806,6,7,2,2,0
S01010872,670,20,11,5,1,6
S01010873,445,4,8,1,2,2
S01010874,689,5,2,0,0,0
S01010875,488,5,7,3,0,4
S01010876,717,13,3,1,0,11
S01010877,784,2,5,4,2,8
S01010878,1042,7,2,0,0,0
S01010879,797,4,0,1,0,0
S01010880,415,0,35,0,0,18
S01010881,530,0,3,0,0,0
S01010882,442,3,0,0,0,1
S01010883,685,0,31,0,0,0
S01010884,691,4,0,0,0,1
S01010885,839,9,28,11,8,9
S01010886,270,4,4,3,1,0
S01010887,752,0,2,2,2,5
S01010888,782,2,3,10,0,1
S01010889,391,0,0,1,0,7
S01010890,731,1,12,6,1,8
S01010891,411,5,0,5,0,4
S01010892,796,14,25,1,3,2
S01010893,464,11,38,1,4,5
S01010894,598,11,33,13,0,8
S01010895,377,6,8,0,0,0
S01010896,731,5,7,3,1,4
S01010897,716,12,7,4,2,15
S01010898,566,3,8,2,1,11
S01010899,508,2,8,0,0,0
S01010900,698,32,19,5,5,31
S01010901,569,4,0,0,0,0
S01010902,869,2,5,1,0,0
S01010903,802,11,1,8,0,4
S01010904,546,6,7,0,0,5
S01010905,1080,6,16,0,0,7
S01010906,985,5,9,0,0,0
S01010907,653,5,49,2,0,1
S01010908,653,7,1,0,0,4
S01010909,587,2,4,0,1,6
S01010910,398,4,46,2,2,36
S01010911,524,6,7,0,0,0
S01010912,612,2,5,5,0,1
S01010913,637,0,16,1,0,0
S01010914,526,4,7,0,0,0
S01010915,652,0,6,0,0,0
S01010916,322,6,5,0,2,0
S01010917,498,0,0,0,0,0
S01010918,606,2,4,0,1,5
S01010919,703,0,5,2,1,1
S01010920,715,3,15,0,4,4
S01010921,594,5,8,0,0,0
S01010922,881,6,7,4,0,4
S01010923,805,1,0,0,0,0
S01010924,536,2,2,0,0,0
S01010925,622,1,6,0,0,9
S01010926,818,1,0,4,2,0
S01010927,561,1,6,0,0,0
S01010928,711,1,7,0,0,0
S01010929,611,5,0,2,1,0
S01010930,850,9,3,0,0,6
S01010931,1033,9,2,0,1,7
S01010932,719,5,1,4,0,0
S01010933,1244,9,39,0,0,6
S01010934,918,6,17,2,2,10
S01010935,628,7,1,2,1,1
S01010936,603,2,10,0,0,8
S01010937,678,3,16,0,0,1
S01010938,798,10,18,3,0,5
S01010939,465,3,3,2,2,1
S01010940,604,6,2,0,0,0
S01010941,757,5,1,0,0,6
S01010942,601,13,4,5,0,0
S01010943,598,2,5,2,0,3
S01010944,514,6,18,3,0,6
S01010945,570,4,7,2,0,1
S01010946,860,9,4,0,0,1
S01010947,478,8,6,3,0,6
S01010948,590,8,2,14,0,12
S01010949,866,9,17,2,0,2
S01010950,726,10,8,0,0,4
S01010951,660,2,7,2,5,4
S01010952,460,4,9,2,0,0
S01010953,493,0,12,0,0,1
S01010954,705,9,7,5,6,39
S01010955,1928,52,25,27,12,15
S01010956,1807,37,118,8,10,12
S01010957,510,6,8,0,0,0
S01010958,457,8,4,0,0,5
S01010959,599,10,12,6,0,3
S01010960,1195,24,34,2,3,2
S01010961,550,6,23,4,2,1
S01010962,524,8,6,1,1,0
S01010963,827,5,19,0,0,1
S01010964,646,12,27,4,3,2
S01010965,426,4,12,1,0,1
S01010966,657,4,24,12,0,0
S01010967,616,7,12,3,0,1
S01010968,618,11,10,7,0,0
S01010969,662,9,12,3,0,3
S01010970,1020,11,15,4,0,9
S01010971,991,6,23,0,0,7
S01010972,724,0,4,0,2,2
S01010973,459,1,8,0,0,1
S01010974,679,16,21,1,0,12
S01010975,427,0,17,0,0,0
S01010976,465,2,4,2,0,2
S01010977,614,0,11,0,0,4
S01010978,698,8,25,0,1,3
S01010979,797,10,55,3,1,12
S01010980,678,7,7,4,0,1
S01010981,661,4,44,11,0,4
S01010982,1142,5,26,5,0,3
S01010983,700,0,11,0,0,12
S01010984,643,5,5,0,0,2
S01010985,603,1,22,0,0,0
S01010986,476,4,29,0,0,2
S01010987,567,6,12,0,0,0
S01010988,554,4,2,0,0,2
S01010989,960,16,52,5,0,4
S01010990,699,12,86,2,3,4
S01010991,3638,55,172,24,5,13
S01010992,524,12,16,2,0,0
S01010993,563,1,8,0,0,5
S01010994,1489,13,45,6,0,8
S01010995,614,1,20,1,0,4
S01010996,485,4,13,0,0,0
S01010997,620,4,7,1,3,0
S01010998,780,9,12,1,0,1
S01010999,929,8,17,1,0,7
S01011000,2589,41,225,19,1,25
S01011001,582,4,14,0,0,12
S01011002,650,3,18,4,2,4
S01011003,640,17,21,2,0,9
S01011004,597,10,40,6,1,1
S01011005,664,2,12,18,0,1
S01011006,1977,9,54,34,0,30
S01011007,649,13,14,6,1,10
S01011008,841,7,4,4,0,3
S01011009,425,5,2,0,0,0
S01011010,519,8,9,5,0,1
S01011011,745,10,17,11,1,13
S01011012,684,8,40,5,0,5
S01011013,754,24,41,16,1,7
S01011014,708,4,5,5,0,1
S01011015,379,0,9,2,0,0
S01011016,1641,32,114,35,0,13
S01011017,1539,25,7,10,2,6
S01011018,788,5,6,1,0,1
S01011019,1403,13,16,2,1,3
S01011020,1308,20,19,4,4,2
S01011021,852,21,8,3,1,7
S01011022,616,2,12,2,0,1
S01011023,833,7,7,7,0,0
S01011024,734,10,8,0,3,1
S01011025,675,0,8,1,0,1
S01011026,537,2,3,0,4,1
S01011027,954,9,14,5,0,19
S01011028,916,1,2,8,0,0
S01011029,585,2,14,1,1,10
S01011030,785,8,10,9,0,4
S01011031,906,13,5,5,0,0
S01011032,726,0,1,4,2,2
S01011033,564,4,0,0,0,1
S01011034,588,7,4,0,0,3
S01011035,593,6,4,0,0,1
S01011036,596,0,0,2,0,6
S01011037,1283,11,18,19,8,19
S01011038,951,3,16,3,0,2
S01011039,1208,19,16,8,0,15
S01011040,736,12,6,2,0,0
S01011041,689,13,2,0,0,4
S01011042,737,7,13,0,0,1
S01011043,744,10,2,7,1,0
S01011044,642,5,10,3,0,14
S01011045,596,10,1,1,0,5
S01011046,819,5,5,0,0,1
S01011047,923,9,1,2,1,3
S01011048,847,3,5,4,0,1
S01011049,655,4,0,0,1,1
S01011050,574,1,0,0,0,1
S01011051,981,2,2,0,0,1
S01011052,747,6,3,0,1,3
S01011053,547,0,3,0,0,0
S01011054,510,0,5,0,0,1
S01011055,495,2,0,0,0,1
S01011056,772,3,1,0,0,0
S01011057,517,1,4,0,1,2
S01011058,605,5,3,1,2,9
S01011059,561,3,7,0,0,0
S01011060,745,1,13,0,0,1
S01011061,802,0,4,1,0,0
S01011062,874,4,5,0,0,7
S01011063,1010,1,6,2,0,0
S01011064,911,7,15,0,0,2
S01011065,705,3,5,2,1,1
S01011066,388,2,1,0,0,0
S01011067,418,2,5,0,0,3
S01011068,474,3,0,0,0,0
S01011069,461,3,1,0,0,0
S01011070,478,3,1,0,0,1
S01011071,679,6,0,2,1,0
S01011072,1328,6,17,14,3,0
S01011073,679,0,2,0,0,0
S01011074,615,1,1,0,1,1
S01011075,598,27,2,5,1,0
S01011076,683,3,26,1,1,3
S01011077,712,5,4,1,1,4
S01011078,1798,10,16,2,2,1
S01011079,1008,4,15,0,0,0
S01011080,896,12,5,0,0,2
S01011081,710,3,7,0,0,0
S01011082,474,5,9,0,2,2
S01011083,747,1,1,2,3,1
S01011084,691,3,3,1,0,4
S01011085,799,3,1,0,1,0
S01011086,814,6,1,0,0,1
S01011087,519,0,1,0,0,0
S01011088,924,0,2,0,2,5
S01011089,608,5,2,0,0,0
S01011090,954,5,7,2,5,3
S01011091,593,2,5,0,1,2
S01011092,554,5,19,2,0,1
S01011093,2993,16,57,2,2,17
S01011094,1180,14,16,1,1,12
S01011095,811,2,3,0,0,2
S01011096,1107,12,11,2,0,1
S01011097,719,4,2,2,0,0
S01011098,662,2,4,4,0,0
S01011099,735,6,7,2,0,2
S01011100,398,3,1,0,1,0
S01011101,480,6,8,3,0,3
S01011102,449,8,12,2,0,1
S01011103,393,5,14,4,0,0
S01011104,612,2,17,0,0,4
S01011105,767,2,9,2,1,2
S01011106,861,11,15,4,2,11
S01011107,1081,9,6,3,0,0
S01011108,484,3,3,1,1,1
S01011109,592,6,8,1,0,1
S01011110,583,4,5,3,0,4
S01011111,760,6,13,1,0,6
S01011112,663,5,6,4,0,5
S01011113,837,5,0,0,0,6
S01011114,639,2,2,5,0,1
S01011115,758,5,8,1,0,3
S01011116,567,1,19,0,0,0
S01011117,697,15,11,1,1,8
S01011118,807,8,21,1,0,6
S01011119,821,5,9,1,0,2
S01011120,647,1,10,1,5,2
S01011121,496,6,17,0,0,10
S01011122,582,12,5,3,0,0
S01011123,1110,5,6,0,0,1
S01011124,602,5,9,0,0,0
S01011125,415,1,0,0,1,0
S01011126,390,2,5,0,0,0
S01011127,415,1,1,0,1,2
S01011128,750,9,12,5,1,8
S01011129,913,4,22,0,1,2
S01011130,497,5,12,0,1,1
S01011131,571,1,1,2,0,8
S01011132,771,6,2,0,1,1
S01011133,424,5,4,0,0,3
S01011134,696,6,10,2,0,0
S01011135,662,4,0,0,0,0
S01011136,514,2,1,0,1,0
S01011137,456,0,1,0,0,0
S01011138,611,3,3,1,0,0
S01011139,1373,14,17,5,8,5
S01011140,463,2,12,0,0,1
S01011141,495,0,2,0,0,1
S01011142,1059,28,42,22,4,7
S01011143,1007,19,2,2,1,1
S01011144,590,5,1,2,1,0
S01011145,638,7,5,2,0,11
S01011146,720,7,2,0,1,3
S01011147,847,7,4,0,1,1
S01011148,690,9,4,2,1,3
S01011149,654,25,10,5,0,18
S01011150,856,31,20,8,1,8
S01011151,472,16,20,0,2,22
S01011152,526,2,3,2,0,1
S01011153,1068,8,22,1,4,4
S01011154,445,6,8,1,7,2
S01011155,600,8,26,0,1,1
S01011156,464,9,1,0,0,0
S01011157,514,8,3,0,0,1
S01011158,582,2,5,0,0,0
S01011159,564,4,4,3,0,9
S01011160,799,0,0,0,0,2
S01011161,563,1,9,0,0,3
S01011162,452,4,2,5,2,0
S01011163,661,10,3,0,0,0
S01011164,794,3,9,0,3,6
S01011165,647,5,2,0,3,6
S01011166,360,0,4,0,0,0
S01011167,691,4,2,1,0,1
S01011168,1320,17,2,1,7,11
S01011169,1344,17,5,0,2,11
S01011170,1013,9,6,0,2,6
S01011171,885,15,6,2,0,1
S01011172,761,6,3,1,0,0
S01011173,575,2,2,0,0,1
S01011174,443,3,0,0,0,4
S01011175,611,1,2,0,0,2
S01011176,537,7,0,0,0,3
S01011177,752,8,4,1,0,7
S01011178,453,7,18,0,0,4
S01011179,524,0,0,0,0,0
S01011180,606,0,0,0,0,1
S01011181,846,6,20,0,1,3
S01011182,748,1,1,0,0,2
S01011183,498,0,29,0,0,1
S01011184,1058,9,37,0,0,1
S01011185,604,6,10,0,0,3
S01011186,857,10,4,0,0,1
S01011187,621,1,5,0,0,0
S01011188,915,4,1,0,1,0
S01011189,747,4,12,0,0,1
S01011190,536,1,13,0,0,0
S01011191,496,0,4,0,0,0
S01011192,592,4,2,6,1,11
S01011193,642,1,2,0,0,0
S01011194,587,5,10,0,0,0
S01011195,717,9,2,3,1,1
S01011196,784,2,15,6,0,1
S01011197,807,3,12,4,0,18
S01011198,647,2,10,0,0,22
S01011199,1040,5,6,2,0,0
S01011200,673,3,9,0,2,1
S01011201,595,2,9,0,0,1
S01011202,751,6,7,0,1,2
S01011203,693,2,3,0,1,1
S01011204,483,4,6,0,0,0
S01011205,686,8,18,0,0,0
S01011206,569,1,20,0,3,0
S01011207,658,0,4,0,0,1
S01011208,745,9,17,0,1,2
S01011209,558,0,8,0,1,0
S01011210,560,7,31,1,1,7
S01011211,606,0,0,0,0,0
S01011212,453,2,14,0,0,12
S01011213,1177,6,15,2,4,0
S01011214,766,1,13,0,1,2
S01011215,479,9,0,0,0,1
S01011216,437,1,1,0,0,1
S01011217,768,0,9,3,0,8
S01011218,1070,7,14,2,1,13
S01011219,648,5,0,2,0,1
S01011220,802,4,10,0,0,8
S01011221,863,7,12,8,0,6
S01011222,751,0,4,0,0,0
S01011223,700,3,13,0,0,6
S01011224,605,6,15,0,3,3
S01011225,715,2,2,3,0,0
S01011226,1007,3,11,0,0,2
S01011227,659,9,8,2,0,5
S01011228,769,4,16,3,0,4
S01011229,477,2,4,0,0,5
S01011230,613,6,3,0,2,7
S01011231,539,0,4,2,0,5
S01011232,748,2,6,1,1,2
S01011233,1198,9,21,2,0,1
S01011234,1012,0,2,0,0,0
S01011235,272,0,11,1,1,0
S01011236,443,2,2,0,0,0
S01011237,703,9,4,6,0,0
S01011238,539,7,1,1,0,1
S01011239,576,2,1,0,0,0
S01011240,675,3,6,0,0,0
S01011241,956,4,6,0,0,7
S01011242,800,10,3,0,5,17
S01011243,828,6,5,3,3,2
S01011244,543,2,4,2,2,2
S01011245,701,4,1,3,0,8
S01011246,897,2,6,0,2,0
S01011247,769,4,3,0,0,2
S01011248,705,3,3,0,0,0
S01011249,659,4,2,0,0,2
S01011250,982,5,3,1,0,16
S01011251,865,3,3,1,0,0
S01011252,700,4,2,0,2,0
S01011253,812,0,1,2,0,21
S01011254,798,0,11,0,0,2
S01011255,736,0,21,0,0,0
S01011256,476,3,10,0,0,2
S01011257,344,0,0,0,0,0
S01011258,436,1,3,0,1,0
S01011259,640,2,1,0,0,0
S01011260,651,2,2,0,1,0
S01011261,841,16,2,7,0,7
S01011262,403,2,0,0,0,0
S01011263,1236,12,17,1,0,0
S01011264,610,7,0,0,0,0
S01011265,951,10,15,0,0,2
S01011266,814,5,0,0,0,2
S01011267,482,2,3,0,1,0
S01011268,295,0,2,0,0,0
S01011269,511,0,4,0,0,0
S01011270,551,7,3,0,0,1
S01011271,714,4,6,0,0,1
S01011272,663,8,1,2,0,11
S01011273,744,9,2,0,0,16
S01011274,802,20,0,3,0,8
S01011275,628,6,6,0,0,2
S01011276,870,3,16,7,0,0
S01011277,575,1,5,0,0,0
S01011278,393,0,0,0,0,0
S01011279,608,1,1,0,0,0
S01011280,525,5,0,2,2,0
S01011281,565,1,13,0,0,1
S01011282,829,2,11,2,4,6
S01011283,668,2,23,4,0,0
S01011284,546,2,17,2,1,0
S01011285,721,1,2,1,0,0
S01011286,575,1,4,0,0,5
S01011287,894,0,2,1,0,4
S01011288,758,0,9,0,0,3
S01011289,830,2,0,1,0,6
S01011290,1188,12,12,7,5,7
S01011291,681,1,2,0,0,0
S01011292,642,3,4,0,0,0
S01011293,614,4,7,21,0,1
S01011294,833,1,10,1,0,1
S01011295,1052,13,16,5,2,0
S01011296,501,3,8,3,0,2
S01011297,723,1,1,6,0,16
S01011298,647,1,6,0,0,0
S01011299,498,2,0,0,1,0
S01011300,856,0,2,0,0,0
S01011301,729,4,6,3,1,0
S01011302,730,4,2,2,1,16
S01011303,899,5,3,1,0,11
S01011304,667,7,0,0,1,1
S01011305,751,8,11,0,0,0
S01011306,541,1,5,0,0,5
S01011307,1647,9,35,4,0,7
S01011308,493,4,7,0,0,4
S01011309,685,4,1,0,0,0
S01011310,722,5,1,0,0,0
S01011311,696,5,3,0,0,3
S01011312,990,7,6,0,0,0
S01011313,631,3,5,0,0,0
S01011314,992,10,7,2,1,1
S01011315,332,6,2,0,0,0
S01011316,729,7,7,0,0,9
S01011317,752,14,10,1,0,1
S01011318,870,6,4,7,0,0
S01011319,750,0,1,0,1,2
S01011320,568,6,6,0,0,2
S01011321,645,0,0,0,2,0
S01011322,596,3,1,3,0,0
S01011323,770,2,6,0,0,0
S01011324,560,1,5,5,0,2
S01011325,683,8,6,0,0,3
S01011326,636,3,5,0,1,1
S01011327,584,7,6,2,0,1
S01011328,692,3,1,0,0,0
S01011329,937,4,13,2,0,4
S01011330,776,0,8,1,0,0
S01011331,772,1,11,4,0,3
S01011332,670,4,4,0,0,0
S01011333,724,0,9,1,4,4
S01011334,486,4,5,6,0,0
S01011335,912,11,21,1,1,0
S01011336,606,3,3,0,0,3
S01011337,691,6,4,0,0,0
S01011338,643,1,0,0,0,16
S01011339,510,8,3,1,0,5
S01011340,632,0,2,0,0,1
S01011341,622,4,15,0,0,11
S01011342,710,6,1,0,0,0
S01011343,782,8,2,0,0,2
S01011344,796,5,0,1,2,14
S01011345,725,4,1,0,0,10
S01011346,576,2,7,0,0,0
S01011347,961,6,2,0,2,1
S01011348,876,11,0,5,1,0
S01011349,790,5,10,0,0,1
S01011350,555,1,0,0,2,0
S01011351,600,0,2,1,1,0
S01011352,622,4,2,3,1,5
S01011353,613,4,1,0,0,0
S01011354,667,2,0,0,2,0
S01011355,865,1,1,1,0,1
S01011356,1136,1,0,4,1,0
S01011357,704,1,6,0,0,1
S01011358,416,0,5,0,0,0
S01011359,710,0,7,0,0,2
S01011360,459,1,2,0,1,2
S01011361,72,0,0,0,0,0
S01011362,741,1,15,17,0,6
S01011363,782,1,6,0,0,4
S01011364,611,8,12,11,0,0
S01011365,600,2,26,0,0,0
S01011366,483,0,2,1,0,0
S01011367,790,5,5,3,0,2
S01011368,847,3,77,3,4,2
S01011369,686,6,25,2,0,4
S01011370,633,5,23,6,1,3
S01011371,821,6,6,8,0,4
S01011372,597,4,28,15,0,0
S01011373,598,2,7,14,0,8
S01011374,668,6,17,3,0,5
S01011375,559,1,12,2,0,1
S01011376,468,2,4,7,0,4
S01011377,1100,6,15,1,0,3
S01011378,731,4,10,0,0,8
S01011379,1234,21,30,6,0,3
S01011380,656,4,2,12,0,0
S01011381,653,10,19,10,2,4
S01011382,847,7,45,18,1,7
S01011383,602,2,9,5,0,8
S01011384,678,5,22,5,0,6
S01011385,869,7,46,11,0,16
S01011386,644,4,21,0,0,0
S01011387,727,8,46,15,0,3
S01011388,991,11,51,26,1,7
S01011389,749,8,15,9,0,3
S01011390,691,1,8,7,0,2
S01011391,610,4,8,8,0,0
S01011392,620,0,2,2,0,0
S01011393,838,3,4,18,0,3
S01011394,528,2,7,0,0,0
S01011395,747,8,8,2,0,1
S01011396,747,6,19,0,2,0
S01011397,824,6,5,7,0,1
S01011398,645,12,15,13,0,0
S01011399,484,4,0,11,0,0
S01011400,639,6,20,8,1,5
S01011401,628,2,4,0,2,3
S01011402,937,1,21,1,0,10
S01011403,422,2,55,1,0,2
S01011404,745,0,15,2,0,1
S01011405,562,0,30,0,0,13
S01011406,852,7,8,0,0,1
S01011407,1134,6,11,1,8,0
S01011408,801,7,10,7,0,0
S01011409,817,5,9,5,0,0
S01011410,566,0,1,3,0,0
S01011411,658,2,4,0,0,0
S01011412,771,4,12,2,2,1
S01011413,469,0,11,0,0,7
S01011414,736,1,29,18,0,0
S01011415,841,6,5,1,2,0
S01011416,502,0,44,0,0,2
S01011417,873,6,22,0,2,5
S01011418,523,3,7,0,0,0
S01011419,495,1,2,0,0,1
S01011420,500,4,2,0,0,2
S01011421,571,10,37,0,0,6
S01011422,603,0,16,0,0,0
S01011423,510,3,11,0,0,6
S01011424,540,3,0,0,0,0
S01011425,823,2,3,5,0,1
S01011426,1407,0,19,0,0,1
S01011427,485,10,1,2,1,0
S01011428,539,0,2,0,0,3
S01011429,1125,4,38,6,2,7
S01011430,900,4,22,4,0,1
S01011431,1024,2,5,0,1,2
S01011432,983,5,7,4,0,2
S01011433,861,2,1,0,0,1
S01011434,570,0,6,0,0,0
S01011435,1054,1,9,1,0,0
S01011436,662,3,1,2,0,2
S01011437,667,1,2,1,1,0
S01011438,465,4,6,0,0,0
S01011439,954,0,4,0,2,0
S01011440,527,1,8,3,0,2
S01011441,730,2,9,0,3,3
S01011442,730,2,15,1,0,13
S01011443,549,2,29,0,0,0
S01011444,713,1,3,0,1,0
S01011445,434,3,9,14,0,1
S01011446,1916,13,61,11,1,3
S01011447,827,4,7,0,2,1
S01011448,683,5,16,4,0,0
S01011449,471,1,18,0,0,0
S01011450,556,5,66,0,0,3
S01011451,2999,31,288,25,0,13
S01011452,831,6,38,0,2,2
S01011453,656,6,30,0,1,6
S01011454,733,4,2,0,0,2
S01011455,639,1,19,0,0,0
S01011456,764,1,33,6,0,0
S01011457,791,4,15,0,0,1
S01011458,1159,12,77,7,0,0
S01011459,1071,8,30,13,0,15
S01011460,473,10,29,0,0,1
S01011461,667,4,35,0,0,0
S01011462,898,5,29,2,0,1
S01011463,1386,4,85,32,0,6
S01011464,485,0,88,9,0,2
S01011465,677,6,7,7,0,5
S01011466,732,8,16,21,0,7
S01011467,436,2,72,29,1,0
S01011468,747,0,149,6,1,0
S01011469,713,1,58,38,4,6
S01011470,1027,17,37,33,4,16
S01011471,831,9,25,11,0,12
S01011472,512,4,32,20,1,2
S01011473,686,1,16,10,0,5
S01011474,636,6,37,31,1,6
S01011475,603,11,22,25,5,12
S01011476,377,0,6,0,0,0
S01011477,773,0,26,0,2,7
S01011478,1184,8,74,6,0,3
S01011479,1089,6,35,0,4,3
S01011480,954,4,13,0,0,1
S01011481,867,0,31,0,0,4
S01011482,880,5,18,5,0,1
S01011483,454,2,5,4,0,5
S01011484,818,3,29,12,0,5
S01011485,878,12,26,23,0,1
S01011486,525,8,4,13,0,0
S01011487,906,3,37,8,1,1
S01011488,781,10,20,0,0,0
S01011489,691,0,33,0,0,1
S01011490,997,3,25,9,6,8
S01011491,409,0,2,8,0,0
S01011492,566,23,54,84,4,27
S01011493,421,0,31,0,0,1
S01011494,714,4,5,9,0,11
S01011495,785,3,29,9,4,3
S01011496,620,10,3,18,0,9
S01011497,607,9,71,4,0,0
S01011498,558,0,24,0,0,1
S01011499,699,3,36,5,2,6
S01011500,430,3,0,5,0,0
S01011501,578,6,20,4,0,6
S01011502,648,5,11,1,2,0
S01011503,576,2,18,3,0,0
S01011504,846,11,60,4,0,3
S01011505,616,4,51,0,0,18
S01011506,460,2,7,0,0,3
S01011507,616,0,29,0,1,0
S01011508,763,3,78,2,0,8
S01011509,535,2,4,5,0,2
S01011510,932,7,43,2,0,9
S01011511,482,5,19,0,1,4
S01011512,777,7,24,18,0,9
S01011513,685,0,10,21,0,19
S01011514,898,4,13,1,4,2
S01011515,445,2,11,6,0,0
S01011516,807,8,38,1,0,3
S01011517,500,3,9,0,1,1
S01011518,659,4,4,1,0,0
S01011519,676,10,9,1,0,5
S01011520,624,2,29,5,2,7
S01011521,889,4,31,4,1,7
S01011522,767,7,51,1,0,14
S01011523,661,5,18,0,0,1
S01011524,700,4,12,3,0,1
S01011525,860,4,12,1,0,7
S01011526,891,1,36,0,0,3
S01011527,609,2,21,0,0,1
S01011528,864,10,24,5,0,2
S01011529,532,3,9,10,1,0
S01011530,891,5,31,0,0,10
S01011531,960,9,90,0,1,1
S01011532,584,8,23,0,0,3
S01011533,668,1,12,11,0,1
S01011534,743,3,4,0,0,4
S01011535,1060,7,24,0,0,6
S01011536,569,3,30,0,0,0
S01011537,475,3,9,0,0,3
S01011538,688,2,26,1,0,1
S01011539,694,3,0,1,0,1
S01011540,1010,8,18,0,0,0
S01011541,1091,8,18,12,3,9
S01011542,936,1,18,0,1,4
S01011543,705,10,3,14,0,2
S01011544,606,7,6,0,0,2
S01011545,747,2,3,0,0,0
S01011546,620,6,41,0,0,2
S01011547,490,4,8,3,1,0
S01011548,739,8,15,7,0,0
S01011549,646,4,4,0,0,0
S01011550,597,1,10,0,0,0
S01011551,559,4,4,0,0,0
S01011552,586,2,8,2,0,0
S01011553,747,13,61,19,0,13
S01011554,983,6,10,7,0,6
S01011555,505,10,7,1,0,1
S01011556,445,0,5,1,0,0
S01011557,663,0,0,0,0,4
S01011558,577,1,1,0,0,0
S01011559,462,6,2,5,0,0
S01011560,716,2,5,0,0,0
S01011561,770,10,3,3,0,0
S01011562,779,1,11,0,0,1
S01011563,686,6,5,1,0,0
S01011564,914,7,12,2,3,0
S01011565,832,8,6,5,0,3
S01011566,746,2,18,0,0,0
S01011567,887,3,4,0,0,0
S01011568,664,0,24,0,0,0
S01011569,845,14,20,0,0,0
S01011570,610,13,23,1,1,0
